1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_10,8_11,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,9_10,9_11,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10,10_11,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11,Winner
X,O,O,O,O,X,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,X,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,O,1
X,O,O,X,X,X,X,O,X,X,X,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,0
O,X,X,X,O,O,X,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,O,O,X,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,O,O,O,X,O,X,O,O,O,O,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,0
X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,O,O,O,X,O,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,0
X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,0
X,O,X,X,O,X,X,O,O,X,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,O,O,O,O,O,X,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,O,X,O,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X,O,O,X,X,O,O,O,X,O,O,X,O,X,X,O,O,X,O,O,X,1
O,O,X,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O,O,O,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,1
X,X,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,1
X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,O,O,O,X,O,X,O,O,O,X,O,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X,1
O,X,X,O,X,O,O,O,X,X,O,O,O,O,X,O,O,X,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,O,X,O,X,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X,X,O,X,O,1
X,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,O,0
X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,O,O,X,O,O,O,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,1
O,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,X,O,O,X,O,O,X,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O,O,O,O,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,X,O,1
O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,O,O,X,O,O,O,X,O,X,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,0
O,O,X,O,O,O,X,O,X,O,O,X,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X,X,X,O,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X,O,O,X,O,O,X,X,X,O,X,O,O,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,1
X,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,O,X,O,X,X,O,O,O,O,X,X,O,O,O,X,X,O,X,X,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,O,0
O,X,X,X,O,X,X,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,O,O,X,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O,O,X,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O,O,O,1
X,X,X,X,O,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,X,X,O,O,X,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,O,1
X,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,O,O,O,O,X,O,X,O,X,X,X,O,X,O,X,O,O,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,1
X,X,X,X,X,O,O,X,X,O,O,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,O,O,X,O,O,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,O,X,X,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,O,O,O,1
O,X,O,O,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X,O,X,X,O,O,O,O,O,X,X,O,X,O,O,O,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,0
O,X,X,O,X,O,O,X,X,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O,O,X,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,O,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,1
O,X,O,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,O,X,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,1
O,O,X,X,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X,O,O,O,O,X,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,0
O,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X,O,O,1
O,X,O,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O,X,O,X,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,O,X,O,0
X,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,O,O,X,O,O,O,X,O,O,X,X,O,X,X,X,O,O,O,X,O,X,O,X,O,O,O,O,O,X,O,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,1
X,X,O,O,X,X,X,X,X,X,O,O,X,O,O,X,X,O,X,X,O,O,O,X,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,O,O,O,O,X,X,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O,O,O,X,O,O,X,X,X,O,O,1
O,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,O,O,X,O,X,1
X,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,1
O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,O,O,O,X,X,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O,O,X,O,X,O,O,O,X,O,O,X,X,X,X,O,O,X,O,O,O,O,0
O,O,X,O,X,X,X,O,X,O,O,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,O,O,X,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,O,O,X,O,O,X,0
O,X,X,X,O,X,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O,X,O,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,O,O,O,X,O,1
O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,O,X,X,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,O,O,X,X,O,O,X,O,O,O,O,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,O,O,X,O,O,X,X,1
X,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,0
X,O,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,O,O,O,O,X,X,O,X,X,O,X,X,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,0
X,O,X,X,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,O,O,X,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,1
X,O,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,O,O,X,X,O,X,O,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,O,X,O,O,X,O,O,O,0
X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X,O,O,O,O,O,X,O,X,X,X,O,O,X,O,O,O,O,X,X,1
O,X,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,O,X,O,X,O,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O,O,X,O,X,O,X,X,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,O,O,O,O,X,O,O,X,0
O,O,X,O,O,O,X,O,O,O,X,O,X,O,O,X,O,O,X,O,O,X,X,O,X,X,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,0
O,X,O,O,X,X,O,X,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,O,X,X,O,X,X,O,O,X,O,X,O,O,O,X,O,X,X,O,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X,0
X,X,X,O,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,X,X,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,O,1
O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X,O,O,X,O,O,X,O,X,O,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,1
X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,O,X,O,O,O,X,O,O,X,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,O,X,O,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,0
O,O,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,O,X,X,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,O,1
O,X,O,O,X,O,O,O,X,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,X,O,X,O,O,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,O,X,O,O,1
O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,O,0
O,X,X,O,X,X,O,X,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,O,O,O,O,O,X,O,O,X,O,O,O,O,X,O,X,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,O,O,X,1
X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,O,X,O,1
O,O,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O,O,X,X,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,O,O,O,O,O,X,O,O,1
X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O,O,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,1
O,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,O,O,X,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,O,X,O,X,O,X,X,O,X,O,X,O,O,O,1
X,O,O,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,O,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,1
O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,O,O,X,O,O,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,0
